epoch,loss,sat_train_overall,sat_train_trans,sat_train_irreflex,sat_train_asymmetry,sat_train_closure,sat_train_pos,sat_train_neg,sat_test_overall,sat_test_trans,sat_test_irreflex,sat_test_asymmetry,sat_test_closure,sat_test_pos,sat_test_neg,n_pos,n_neg,n_test_pos,n_test_neg,scenario,katz_mode,predicate,embed_type,hierarchy_source,bundle_tag,vector_dim,model_path
0,0.4990328550338745,0.5009671449661255,0.8746528625488281,0.49935001134872437,0.7493335604667664,0.5621950626373291,0.500421404838562,0.49944156408309937,0.5023319125175476,0.8746528625488281,0.49935001134872437,0.7493335604667664,0.5621950626373291,0.5023319125175476,0.0,332,193,606,0,A,no_katz,Hyp2,poincare,DEFAULT,Dim50__gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50,50,/content/drive/MyDrive/HyperN/EMBD/Poincare_Gensim/embeddings_WN/Dim50/gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50.model
1,0.4980582594871521,0.5019417405128479,0.8739194869995117,0.496390700340271,0.7463600635528564,0.5607609152793884,0.5036189556121826,0.4966682195663452,0.5052659511566162,0.8739194869995117,0.496390700340271,0.7463600635528564,0.5607609152793884,0.5052659511566162,0.0,332,193,606,0,A,no_katz,Hyp2,poincare,DEFAULT,Dim50__gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50,50,/content/drive/MyDrive/HyperN/EMBD/Poincare_Gensim/embeddings_WN/Dim50/gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50.model
2,0.4970945715904236,0.5029054284095764,0.8731967210769653,0.49343621730804443,0.743374228477478,0.558857798576355,0.5068202018737793,0.4939064383506775,0.508219301700592,0.8731967210769653,0.49343621730804443,0.743374228477478,0.558857798576355,0.508219301700592,0.0,332,193,606,0,A,no_katz,Hyp2,poincare,DEFAULT,Dim50__gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50,50,/content/drive/MyDrive/HyperN/EMBD/Poincare_Gensim/embeddings_WN/Dim50/gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50.model
3,0.4961335062980652,0.5038664937019348,0.8724777102470398,0.4904583692550659,0.7403470277786255,0.5581269860267639,0.5100526809692383,0.49112582206726074,0.5112156271934509,0.8724777102470398,0.4904583692550659,0.7403470277786255,0.5581269860267639,0.5112156271934509,0.0,332,193,606,0,A,no_katz,Hyp2,poincare,DEFAULT,Dim50__gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50,50,/content/drive/MyDrive/HyperN/EMBD/Poincare_Gensim/embeddings_WN/Dim50/gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50.model
4,0.49517130851745605,0.504828691482544,0.8717578053474426,0.4874357581138611,0.7372558116912842,0.5566571354866028,0.5133398771286011,0.4883078336715698,0.5142682194709778,0.8717578053474426,0.4874357581138611,0.7372558116912842,0.5566571354866028,0.5142682194709778,0.0,332,193,606,0,A,no_katz,Hyp2,poincare,DEFAULT,Dim50__gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50,50,/content/drive/MyDrive/HyperN/EMBD/Poincare_Gensim/embeddings_WN/Dim50/gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50.model
5,0.4942021369934082,0.5057978630065918,0.8710353374481201,0.48435842990875244,0.7340893745422363,0.5553346276283264,0.5166944265365601,0.4854462742805481,0.5173825025558472,0.8710353374481201,0.48435842990875244,0.7340893745422363,0.5553346276283264,0.5173825025558472,0.0,332,193,606,0,A,no_katz,Hyp2,poincare,DEFAULT,Dim50__gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50,50,/content/drive/MyDrive/HyperN/EMBD/Poincare_Gensim/embeddings_WN/Dim50/gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50.model
6,0.49322378635406494,0.5067762136459351,0.8703100681304932,0.4812229871749878,0.730843186378479,0.5536298751831055,0.5201228260993958,0.4825412631034851,0.5205622315406799,0.8703100681304932,0.4812229871749878,0.730843186378479,0.5536298751831055,0.5205622315406799,0.0,332,193,606,0,A,no_katz,Hyp2,poincare,DEFAULT,Dim50__gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50,50,/content/drive/MyDrive/HyperN/EMBD/Poincare_Gensim/embeddings_WN/Dim50/gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50.model
7,0.4922335147857666,0.5077664852142334,0.8695828914642334,0.4780280590057373,0.7275152802467346,0.5518507361412048,0.5236296057701111,0.479594886302948,0.5238101482391357,0.8695828914642334,0.4780280590057373,0.7275152802467346,0.5518507361412048,0.5238101482391357,0.0,332,193,606,0,A,no_katz,Hyp2,poincare,DEFAULT,Dim50__gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50,50,/content/drive/MyDrive/HyperN/EMBD/Poincare_Gensim/embeddings_WN/Dim50/gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50.model
8,0.49122685194015503,0.508773148059845,0.8688546419143677,0.47477442026138306,0.7241052985191345,0.5519524216651917,0.5272161364555359,0.4766111373901367,0.5271274447441101,0.8688546419143677,0.47477442026138306,0.7241052985191345,0.5519524216651917,0.5271274447441101,0.0,332,193,606,0,A,no_katz,Hyp2,poincare,DEFAULT,Dim50__gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50,50,/content/drive/MyDrive/HyperN/EMBD/Poincare_Gensim/embeddings_WN/Dim50/gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50.model
9,0.4902085065841675,0.5097914934158325,0.8681266903877258,0.471466064453125,0.7206143736839294,0.550182044506073,0.5308828353881836,0.4735969305038452,0.5305154323577881,0.8681266903877258,0.471466064453125,0.7206143736839294,0.550182044506073,0.5305154323577881,0.0,332,193,606,0,A,no_katz,Hyp2,poincare,DEFAULT,Dim50__gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50,50,/content/drive/MyDrive/HyperN/EMBD/Poincare_Gensim/embeddings_WN/Dim50/gensim_model_batch_size_10_burn_in_50_epochs_100_neg_15_dim_50.model
